loci,grch38_gene_name
chr8:10261900-10262222,MSRA
chr8:145113210-145113557,NA
chr8:38508299-38508748,NA
chr8:73920858-73921552,NA
chr8:143645072-143645673,ZNF623
chr8:89339965-89340481,NA
chr8:54934665-54935160,NA
chr8:22436295-22437076,NA
chr8:49293201-49293547,NA
chr8:143807788-143809310,SCRIB
chr8:2129863-2130356,MYOM2
chr8:26240290-26241017,NA
chr8:28269236-28269990,NA
chr8:54507107-54507358,NA
chr8:8860200-8860742,MFHAS1
chr8:81398429-81399618,NA
chr8:58192499-58192884,NA
chr8:9756177-9756993,TNKS
chr8:37654048-37656100,NA
chr8:63056947-63057412,NA
chr8:43131177-43131487,NA
chr8:146012190-146012913,NA
chr8:1365174-1365503,NA
chr8:41507516-41507868,GOLGA7
chr8:145549984-145551217,NA
chr8:141474418-141475050,MROH5
chr8:120867785-120868440,NA
chr8:143407246-143408048,NA
chr8:27779081-27779767,ESCO2
chr8:7212487-7212890,NA
chr8:116681380-116681623,EIF3H
chr8:22462092-22462868,PPP3CC
chr8:22560949-22561271,SORBS3
chr8:29119957-29120787,KIF13B
chr8:144377930-144379275,ADCK5
chr8:6565314-6566658,MCPH1
chr8:20107432-20107658,NA
chr8:117886284-117887319,EXT1
chr8:1639891-1640612,DLGAP2
chr8:95960751-95962372,NA
chr8:125383817-125385437,NA
chr8:110986113-110986983,LINC01608
chr8:81083320-81084057,PAG1
chr8:145616814-145619875,NA
chr8:144966638-144966880,NA
chr8:58120531-58120795,FAM110B
chr8:26305853-26306825,PPP2R2A
chr8:2418935-2419460,NA
chr8:144153650-144155395,MROH1
chr8:144416712-144417054,SLC39A4
chr8:143397264-143397484,NA
chr8:144887111-144887662,ZNF250
chr8:145003589-145004145,ZNF252P-AS1
chr8:54569667-54570010,NA
chr8:144820669-144820909,NA
chr8:56685492-56686207,NA
chr8:145703038-145703902,NA
chr8:619097-619607,ERICH1
chr8:39380225-39380533,ADAM5
chr8:144842964-144843542,ZNF7
chr8:145597414-145598588,NA
chr8:1138927-1139281,NA
chr8:37551944-37555922,NA
chr8:127568676-127570873,NA
chr8:65499748-65500145,NA
chr8:144776009-144776734,ZNF34
chr8:20054546-20055027,NA
chr8:1094750-1094967,ERICH1-AS1
chr8:132916322-132917060,TG
chr8:91013141-91014266,TMEM55A
chr8:100905657-100906003,NA
chr8:145749855-145750410,NA
chr8:60032532-60032746,NA
chr8:27737077-27737289,CCDC25
chr8:145133199-145134040,NA
chr8:80942117-80942593,NA
chr8:93977793-93978469,NA
chr8:11872118-11872779,NA
chr8:27629753-27630234,NA
chr8:76319450-76320196,NA
chr8:6691833-6693135,MCPH1-AS1
chr8:82754054-82754476,NA
chr8:120220388-120221222,COL14A1
chr8:60030134-60032356,NA
chr8:136468939-136470342,NA
chr8:1397935-1398521,NA
chr8:49647702-49647988,NA
chr8:146277254-146277491,NA
chr8:59465463-59466103,NA
chr8:144787765-144788007,NA
chr8:8175699-8176775,NA
chr8:53851701-53854426,RGS20
chr8:1733267-1733929,NA
chr8:11555099-11555603,BLK
chr8:67687305-67687787,CPA6
chr8:12458404-12459132,LOC100506990
chr8:21867732-21868204,NA
chr8:103822614-103823263,RIMS2
chr8:143484018-143485051,ZC3H3
chr8:37619779-37620770,NA
chr8:80695830-80696458,ZNF704
chr8:126444232-126444440,NA
chr8:102236153-102236949,RRM2B
chr8:125313572-125314097,NSMCE2
chr8:41685748-41686674,ANK1
chr8:99058245-99058673,VPS13B
chr8:57069687-57070047,NA
chr8:61429174-61430173,CLVS1
chr8:7649611-7649865,NA
chr8:22102303-22103142,FAM160B2
chr8:651163-651453,ERICH1
chr8:140971270-140971524,PTK2
chr8:7079069-7079671,NA
chr8:12051096-12052607,NA
chr8:48100163-48100914,NA
chr8:11973274-11973679,NA
chr8:103875222-103877084,RIMS2
chr8:143333047-143333519,TOP1MT
chr8:24857509-24858427,NA
chr8:1590038-1592282,DLGAP2
chr8:126103760-126104122,NA
chr8:81805955-81806327,SNX16
chr8:41386448-41386925,NA
chr8:119964389-119964637,DEPTOR
chr8:145008908-145009407,NA
chr8:33580364-33580600,NA
chr8:1440661-1440935,NA
chr8:144461972-144462261,CYHR1
chr8:99129434-99129855,VPS13B
chr8:110656795-110657291,NA
chr8:41733535-41733911,ANK1
chr8:94752975-94753499,DPY19L4
chr8:21776842-21777942,GFRA2
chr8:118532855-118533311,SAMD12
chr8:146126088-146128055,NA
chr8:42698430-42698723,CHRNB3
chr8:49309063-49309633,NA
chr8:94928518-94930124,TP53INP1
chr8:1821602-1821914,NA
chr8:114444826-114445085,NA
chr8:131028491-131029095,ADCY8
chr8:53477544-53478627,NA
chr8:144651572-144652288,ARHGAP39
chr8:58907001-58907822,TOX
chr8:73163618-73164191,NA
chr8:142215691-142216299,TSNARE1
chr8:56013656-56015761,NA
chr8:38243741-38244695,DDHD2
chr8:10470557-10470832,NA
chr8:82023855-82024483,NA
chr8:1137207-1138672,ERICH1-AS1
chr8:38614414-38615236,NA
chr8:71519680-71520857,NA
chr8:67025345-67025599,PPP1R42
chr8:144372931-144373839,NA
chr8:145675351-145676142,NA
chr8:145637965-145639182,NA
chr8:21640161-21640365,NA
chr8:142227937-142229160,TSNARE1
chr8:145158467-145160068,NA
chr8:144105675-144105879,MAF1
chr8:35092679-35093559,NA
chr8:124219411-124219809,LOC101927588
chr8:1496731-1497884,NA
chr8:144311708-144311985,HSF1
chr8:663998-664794,ERICH1
chr8:104033147-104033564,RIMS2
chr8:81490260-81490576,NA
chr8:96037018-96037600,NA
chr8:1616521-1616876,DLGAP2
chr8:33423939-33424895,FUT10
chr8:143471631-143472231,ZC3H3
chr8:41559255-41559609,LOC102723729
chr8:62051646-62052431,NA
chr8:928310-928527,ERICH1-AS1
chr8:33330164-33330878,NA
chr8:850103-850405,ERICH1-AS1
chr8:19170999-19172056,NA
chr8:117767930-117768139,NA
chr8:144946556-144946827,ZNF16
chr8:142401533-142402494,TSNARE1
chr8:144166471-144166787,MROH1
chr8:61564204-61565152,ASPH
chr8:61626645-61627074,ASPH
chr8:145634390-145635222,NA
chr8:143378961-143379278,RHPN1
chr8:12293393-12294880,NA
chr8:1971909-1972406,KBTBD11-OT1
chr8:1245671-1246464,NA
chr8:145758485-145758692,NA
chr8:37707149-37707507,NA
chr8:1150825-1151237,NA
chr8:133787441-133787891,NA
chr8:1347499-1347709,NA
chr8:119123974-119124432,NA
chr8:146175835-146176337,NA
chr8:145501984-145502298,NA
chr8:11421336-11422434,FAM167A
chr8:1949245-1951390,ARHGEF10
chr8:42697869-42698326,CHRNB3
chr8:47866369-47866767,PRKDC
chr8:110374552-110374793,NA
chr8:49231522-49231810,NA
chr8:21923840-21924633,XPO7
chr8:67940691-67940997,NA
chr8:21905461-21905757,NA
chr8:216352-216828,RPL23AP53
chr8:15397636-15398287,NA
chr8:65498603-65498828,NA
chr8:145149550-145150440,NA
chr8:38033408-38034643,EIF4EBP1
chr8:10586613-10586886,NA
chr8:1327331-1327547,NA
chr8:144357997-144359075,FBXL6
chr8:144455507-144455910,CYHR1
chr8:38126097-38127032,ASH2L
chr8:49043526-49043749,NA
chr8:80803688-80804324,ZNF704
chr8:43132045-43132478,NA
chr8:94767000-94767214,DPY19L4
chr8:145510080-145510360,NA
chr8:97171805-97172022,LOC101927066
chr8:145813919-145814196,NA
chr8:38088735-38089956,NA
chr8:135490786-135491086,KHDRBS3
chr8:57030196-57030884,NA
chr8:17013436-17014790,NA
chr8:61590807-61593180,ASPH
chr8:116660432-116660747,EIF3H
chr8:107227785-107228007,NA
chr8:66546058-66546400,NA
chr8:13133842-13134312,DLC1
chr8:37756454-37757339,ERLIN2
chr8:92082236-92082985,RUNX1T1
chr8:145742464-145743826,NA
chr8:32405407-32406901,NRG1
chr8:144642609-144643132,ARHGAP39
chr8:6263582-6264293,NA
chr8:103424045-103425154,DCAF13
chr8:144503420-144503808,NA
chr8:82542798-82543475,NA
chr8:66556764-66557513,NA
chr8:102504478-102504841,NA
chr8:144623134-144623917,ARHGAP39
chr8:95731798-95732449,C8orf37-AS1
chr8:6664077-6664356,MCPH1-AS1
chr8:145018815-145019214,NA
chr8:55533803-55534033,NA
chr8:103818620-103819495,RIMS2
chr8:1404884-1405094,NA
chr8:41424341-41425300,NA
chr8:42294064-42295059,IKBKB
chr8:142222146-142222399,TSNARE1
chr8:103613059-103613390,RIMS2
chr8:25897200-25897612,EBF2
chr8:58055960-58056244,FAM110B
chr8:991532-991862,ERICH1-AS1
chr8:86157835-86158168,NA
chr8:144565262-144565478,ARHGAP39
chr8:116679698-116679936,EIF3H
chr8:57360585-57360815,LOC101929488
chr8:19319030-19319255,SH2D4A
chr8:144099928-144100593,SHARPIN
chr8:142437033-142437272,NA
chr8:30013700-30014360,NA
chr8:75262521-75263044,CASC9
chr8:41583135-41583524,GPAT4
chr8:144349048-144350070,NA
chr8:17434648-17434954,NA
chr8:144450376-144451557,CYHR1
chr8:625114-626802,ERICH1
chr8:27490959-27491775,EPHX2
chr8:99985733-99986983,RGS22
chr8:143609378-143609602,PYCRL
chr8:8820766-8821112,MFHAS1
chr8:67351287-67351839,NA
chr8:1106363-1106569,ERICH1-AS1
chr8:145101631-145101834,NA
chr8:105379566-105379986,ZFPM2
chr8:145111297-145111564,NA
chr8:74206223-74208179,NA
chr8:35093900-35094111,NA
chr8:29940142-29940699,FAM183CP
chr8:79428433-79428754,NA
chr8:142425440-142425716,NA
chr8:30584790-30585651,GTF2E2
chr8:101661671-101662022,GRHL2
chr8:26047804-26048097,NA
chr8:27631846-27632323,NA
chr8:143530645-143530872,ZC3H3
chr8:42128689-42129141,NA
chr8:144942911-144943199,ZNF16
chr8:61822358-61823028,NA
chr8:144489534-144489962,NA
chr8:96085269-96085747,NA
chr8:140744199-140744498,PTK2
chr8:103250753-103251209,NA
chr8:110987857-110988072,LINC01608
chr8:11725825-11726050,GATA4
chr8:55366180-55367628,XKR4
chr8:22422534-22423702,SLC39A14
chr8:144328103-144329545,NA
chr8:41908373-41909581,NA
chr8:28573597-28573840,FZD3
chr8:22856800-22857728,PEBP4
chr8:95486930-95487374,C8orf37-AS1
chr8:43101489-43102542,POMK
chr8:131370087-131371317,NA
chr8:142219197-142219445,TSNARE1
chr8:145669110-145670460,NA
chr8:8580551-8581214,NA
chr8:11059011-11059242,XKR6
chr8:25899335-25899692,EBF2
chr8:58054945-58055600,FAM110B
chr8:1308107-1308499,NA
chr8:10928984-10929211,XKR6
chr8:1892235-1892447,ARHGEF10
chr8:144891737-144892026,ZNF250
chr8:30669450-30670475,NA
chr8:2046691-2046963,MYOM2
chr8:145772645-145773966,NA
chr8:75227341-75227934,CASC9
chr8:966997-967198,ERICH1-AS1
chr8:144942165-144942589,ZNF16
chr8:1105614-1106066,ERICH1-AS1
chr8:23559838-23560591,SLC25A37
chr8:145697879-145698784,NA
chr8:86350765-86351196,WWP1
chr8:41909829-41910139,NA
chr8:1579038-1579241,DLGAP2
chr8:79716681-79717403,NA
chr8:41624555-41625380,GPAT4
chr8:141359155-141359621,GPR20
chr8:55047705-55048005,NA
chr8:145830699-145831212,NA
chr8:40755164-40755404,ZMAT4
chr8:101225077-101225879,NA
chr8:38325091-38326374,WHSC1L1
chr8:142221016-142221482,TSNARE1
chr8:71314145-71316770,EYA1
chr8:141057284-141057521,NA
chr8:1298338-1300481,LOC286083
chr8:95652455-95652873,C8orf37-AS1
chr8:144640396-144640772,ARHGAP39
chr8:133687573-133687998,NA
chr8:81490977-81491336,NA
chr8:99984584-99985072,RGS22
chr8:144952047-144952980,NA
chr8:104152726-104153390,RIMS2
chr8:26148757-26149453,NA
chr8:144332365-144332743,SCRT1
chr8:95651206-95651760,C8orf37-AS1
chr8:145137176-145138235,NA
chr8:181838-182862,NA
chr8:95653898-95654733,C8orf37-AS1
chr8:8085016-8086608,NA
chr8:82434436-82434665,NA
chr8:20160811-20161685,SLC18A1
chr8:26307185-26307476,PPP2R2A
chr8:11057684-11058479,XKR6
chr8:65488536-65489116,NA
chr8:27348658-27348883,PTK2B
chr8:49173001-49173426,NA
chr8:179001-179288,NA
chr8:600428-600638,NA
chr8:2186184-2186437,NA
chr8:12522621-12523226,LOC100506990
chr8:1345577-1345787,NA
chr8:57350947-57351285,LOC101929488
chr8:7922872-7923600,NA
chr8:1302767-1303403,NA
chr8:144894918-144895169,ZNF250
chr8:7537626-7538267,NA
chr8:146077931-146078881,NA
chr8:145447159-145448799,NA
chr8:86838850-86840677,NA
chr8:48676838-48677109,LOC101929268
chr8:144649331-144649742,ARHGAP39
chr8:142229701-142229952,TSNARE1
chr8:43126987-43127239,NA
chr8:1711234-1712654,NA
chr8:93156337-93156640,C8orf87
chr8:1352528-1353810,NA
chr8:141644429-141645598,NA
chr8:145494447-145494712,NA
chr8:86566584-86568411,NA
chr8:143614676-143614910,TSTA3
chr8:7085278-7085815,NA
chr8:18244455-18245226,NA
chr8:144462630-144462954,CYHR1
chr8:11058624-11058844,XKR6
chr8:32411-33494,NA
chr8:21947065-21947410,XPO7
chr8:72753874-72754755,KCNB2
chr8:143485413-143485699,ZC3H3
chr8:1053354-1053804,ERICH1-AS1
chr8:121135864-121136141,NA
chr8:2879686-2879948,NA
chr8:145745783-145746029,NA
chr8:141646075-141646514,NA
chr8:12808798-12809862,LOC340357
chr8:48173260-48174091,NA
chr8:29884771-29885310,NA
chr8:735901-736172,NA
chr8:6949349-6950039,NA
chr8:12464703-12465237,LOC100506990
chr8:145688281-145688537,NA
chr8:7468774-7469308,NA
chr8:81786253-81786464,NA
chr8:1350139-1350577,NA
chr8:1354903-1355417,NA
chr8:144811237-144811446,NA
chr8:128327887-128328158,NA
chr8:623372-623710,ERICH1
chr8:145562595-145562815,NA
chr8:144399824-144400214,MIR1234
chr8:4980317-4980946,CSMD1
chr8:7386191-7386445,NA
chr8:145201951-145203591,NA
chr8:145498785-145499042,NA
chr9:139997846-139998048,NA
chr9:140683120-140683774,NA
chr9:124975753-124976692,SCAI
chr9:115095149-115095919,TNC
chr9:140068792-140069082,NA
chr9:134248688-134249160,NA
chr9:136131001-136131831,NA
chr9:115774295-115774615,NA
chr9:138798462-138800325,NA
chr9:35115701-35116446,FAM214B
chr9:74525249-74526679,RORB
chr9:123631106-123631672,DENND1A
chr9:130461543-130461839,ASS1
chr9:116172303-116173090,PAPPA
chr9:73027330-73029184,NA
chr9:5339026-5339678,RLN1
chr9:136444127-136444604,SEC16A
chr9:139228816-139229229,NA
chr9:104248247-104249501,NA
chr9:100744982-100747768,NA
chr9:107730500-107730867,NA
chr9:133308593-133309448,NA
chr9:34380737-34381151,C9orf24
chr9:140310894-140312457,NA
chr9:117160139-117161064,ASTN2
chr9:101747876-101748083,NA
chr9:101469579-101472154,TMEM246-AS1
chr9:140114800-140115390,NA
chr9:109622424-109623203,NA
chr9:123836702-123837585,DENND1A
chr9:92219771-92221411,IARS
chr9:116102409-116102717,NA
chr9:86431954-86433094,NA
chr9:120175253-120177496,NA
chr9:138660497-138661224,NA
chr9:116346400-116346603,PAPPA
chr9:96338040-96339836,SLC35D2
chr9:130158774-130159057,NA
chr9:124979329-124979599,SCAI
chr9:136294738-136295236,CCDC187
chr9:32550559-32552532,TOPORS
chr9:132099123-132099616,NA
chr9:6757336-6758872,KDM4C
chr9:139421103-139421509,NA
chr9:35748653-35749512,RGP1
chr9:125667114-125667804,MAPKAP1
chr9:139760652-139761206,NA
chr9:129276571-129276977,NA
chr9:124987743-124991086,SCAI
chr9:134406025-134407173,RXRA
chr9:135584054-135584401,LINC01502
chr9:138011606-138011815,CACNA1B
chr9:138683881-138684094,NA
chr9:140061735-140064864,NA
chr9:32526144-32526424,DDX58
chr9:133587865-133588901,NA
chr9:67925459-67927188,NA
chr9:139409724-139410219,NA
chr9:130564863-130565566,NA
chr9:35814649-35815119,HINT2
chr9:96708116-96708487,NA
chr9:32572996-32573227,NDUFB6
chr9:969529-973276,NA
chr9:88137609-88137985,NA
chr9:140149205-140150502,NA
chr9:37903630-37904475,SLC25A51
chr9:119449473-119449767,NA
chr9:132331218-132331458,SETX
chr9:133884359-133885010,VAV2
chr9:103114595-103115414,NA
chr9:34637200-34637950,SIGMAR1
chr9:110479034-110479420,SVEP1
chr9:95946147-95947835,ERCC6L2
chr9:131580590-131581583,RAPGEF1
chr9:21802524-21802981,MTAP
chr9:129468130-129468336,NA
chr9:139701953-139703088,NA
chr9:115652446-115653448,NA
chr9:19379794-19380341,RPS6
chr9:123690771-123691675,DENND1A
chr9:1051819-1052240,DMRT2
chr9:2621308-2623685,VLDLR
chr9:139360683-139361143,NA
chr9:140728478-140729896,NA
chr9:32566741-32567004,NDUFB6
chr9:139069755-139070076,NA
chr9:90795354-90795580,NA
chr9:136844420-136844775,C9orf172
chr9:100610696-100611517,NA
chr9:91925372-91926639,ROR2
chr9:124261806-124262587,NEK6
chr9:90621588-90622101,DIRAS2
chr9:79628910-79629393,TLE4
chr9:132648043-132648284,DDX31
chr9:115875199-115875738,NA
chr9:138304468-138304684,NA
chr9:117266468-117268094,ASTN2
chr9:92291268-92291524,IARS
chr9:37002489-37002957,PAX5
chr9:31253816-31254763,NA
chr9:14322393-14322985,NFIB
chr9:131154346-131155923,NUP214
chr9:138591283-138591504,NA
chr9:130551609-130551831,NA
chr9:138636709-138636969,NA
chr9:140033235-140034176,NA
chr9:97848140-97848525,NA
chr9:135455164-135458586,NA
chr9:35102695-35103463,STOML2
chr9:135229934-135230783,NA
chr9:139159209-139159560,NA
chr9:127539239-127540081,FAM129B
chr9:141014643-141014870,NA
chr9:79520803-79521508,NA
chr9:139622242-139623428,NA
chr9:129986564-129988295,FNBP1
chr9:124534979-124535612,NR6A1
chr9:72131221-72132174,GDA
chr9:7799355-7799846,TMEM261
chr9:130965464-130966516,NA
chr9:139426117-139426442,NA
chr9:136340048-136340263,GPSM1
chr9:96713326-96718186,NA
chr9:91792662-91793611,ROR2
chr9:138068090-138068294,CACNA1B
chr9:132815766-132816615,AK8
chr9:86535742-86536646,NA
chr9:99962136-99962426,STX17
chr9:99145524-99145849,TGFBR1
chr9:138628082-138628730,NA
chr9:132652350-132652715,DDX31
chr9:130516407-130517849,NA
chr9:98783216-98784364,ANKS6
chr9:36400251-36401327,RNF38
chr9:140484219-140485721,NA
chr9:38392509-38393187,ALDH1B1
chr9:132586191-132586570,BARHL1
chr9:139595845-139596130,NA
chr9:131591751-131592246,RAPGEF1
chr9:127905675-127905947,NA
chr9:140093882-140095686,NA
chr9:124413512-124414193,PSMB7
chr9:132630324-132630823,DDX31
chr9:139726217-139726440,NA
chr9:214586-215431,C9orf66
chr9:22154477-22154743,NA
chr9:110249748-110252660,TXN
chr9:139564999-139565286,NA
chr9:117349887-117350388,ASTN2
chr9:133027737-133028563,NA
chr9:35812090-35812389,SPAG8
chr9:21335125-21335560,KLHL9
chr9:139090420-139095472,NA
chr9:134136212-134136438,WDR5
chr9:70922045-70922723,TRPM3
chr9:140347840-140348320,NA
chr9:127615432-127615874,STXBP1
chr9:97766649-97767955,NA
chr9:137300835-137301195,NRARP
chr9:138823236-138823526,NA
chr9:130454498-130454708,ASS1
chr9:132382432-132383004,TTF1
chr9:15510176-15511338,PSIP1
chr9:108456700-108457485,NA
chr9:130374108-130374885,HMCN2
chr9:140265361-140266028,NA
chr9:139872237-139873143,NA
chr9:95477296-95477708,PTCH1
chr9:133454629-133455496,ADAMTS13
chr9:139009862-139011272,NA
chr9:139693983-139695096,NA
chr9:130166812-130167191,NA
chr9:136242306-136243549,QSOX2
chr9:132437924-132438156,CFAP77
chr9:127951391-127952263,FAM102A
chr9:98491389-98491697,GABBR2
chr9:116037549-116038229,NA
chr9:37784749-37785345,EXOSC3
chr9:132403872-132404743,TTF1
chr9:125026828-125027250,SCAI
chr9:89560584-89562647,NA
chr9:98268475-98271454,NA
chr9:138966648-138967467,NA
chr9:138852639-138853439,NA
chr9:132481472-132481745,CFAP77
chr9:115708028-115708238,NA
chr9:133534534-133542394,ADAMTSL2
chr9:128469269-128469635,ODF2
chr9:135464586-135466240,PPP1R26-AS1
chr9:130674546-130674958,PRDM12
chr9:138593527-138594253,NA
chr9:133971670-133972578,VAV2
chr9:127265170-127267659,GARNL3
chr9:139835416-139839440,NA
chr9:71862950-71863160,ABHD17B
chr9:108418403-108418934,NA
chr9:140389453-140389751,NA
chr9:136419516-136419785,PMPCA
chr9:35790823-35791149,NA
chr9:139947906-139948937,NA
chr9:65602613-65602872,NA
chr9:3181006-3181867,LINC01231
chr9:36166198-36166829,NA
chr9:21994101-21995910,CDKN2A
chr9:131798727-131799280,NA
chr9:18438556-18438802,NA
chr9:35489704-35490700,RUSC2
chr9:32782936-32783625,TMEM215
chr9:136433380-136433639,INPP5E
chr9:138709776-138711099,NA
chr9:140099321-140100465,NA
chr9:128170165-128171152,CIZ1
chr9:112402767-112403349,HSDL2
chr9:137299190-137299437,NA
chr9:91149945-91150648,NA
chr9:139738276-139744618,NA
chr9:130159210-130160490,NA
chr9:34178951-34179480,UBAP1
chr9:69380679-69382408,FAM189A2
chr9:138377223-138377452,NA
chr9:99481902-99482470,NA
chr9:5628570-5629743,RIC1
chr9:127631143-127632264,STXBP1
chr9:14693030-14693576,ZDHHC21
chr9:88356140-88357365,NA
chr9:25677494-25678684,TUSC1
chr9:35616980-35617324,CD72
chr9:139914769-139915051,NA
chr9:139377110-139379174,NA
chr9:136758461-136758902,NA
chr9:90691118-90692083,NA
chr9:72286804-72288081,NA
chr9:99416904-99417592,NA
chr9:131450972-131452682,PRRC2B
chr9:99258794-99259521,NA
chr9:96069141-96069380,LOC158435
chr9:23822412-23822667,ELAVL2
chr9:91002741-91004330,NA
chr9:138626544-138626789,NA
chr9:37800565-37801563,DCAF10
chr9:139802417-139802824,NA
chr9:138881791-138882027,NA
chr9:136214430-136215760,QSOX2
chr9:35732124-35732757,TLN1
chr9:124522246-124522546,NR6A1
chr9:6680856-6681758,NA
chr9:74061513-74062097,NA
chr9:71788715-71789542,NA
chr9:34379541-34380017,C9orf24
chr9:99800856-99801724,LOC101928438
chr9:138873235-138874005,NA
chr9:140075158-140075375,NA
chr9:139257842-139259075,NA
chr9:88555701-88556638,NXNL2
chr9:13278312-13279805,MPDZ
chr9:95055762-95056299,C9orf3
chr9:139589028-139589256,NA
chr9:131314228-131315496,NA
chr9:124888949-124889382,GOLGA1
chr9:37025492-37025795,PAX5
chr9:84302139-84305001,SLC28A3
chr9:130996210-130996443,NA
chr9:115851594-115852260,NA
chr9:123475985-123477255,DENND1A
chr9:130699759-130700266,EXOSC2
chr9:34134615-34134819,NA
chr9:113341213-113342029,NA
chr9:71939501-71940679,C9orf85
chr9:95087949-95088606,NA
chr9:1050078-1050510,DMRT2
chr9:94662565-94662818,NA
chr9:126807510-126808181,ZBTB43
chr9:137997370-137997588,CACNA1B
chr9:139606300-139607433,NA
chr9:37034135-37038341,PAX5
chr9:126803261-126803672,NA
chr9:79637814-79638169,TLE4
chr9:134350708-134351708,RXRA
chr9:34957717-34958472,PHF24
chr9:129567144-129567803,NA
chr9:126773246-126780953,NA
chr9:127572126-127572641,FAM129B
chr9:124498513-124498962,NR5A1
chr9:130497262-130497846,ASS1
chr9:139341718-139341921,NA
chr9:5185333-5185780,INSL6
chr9:87283178-87285704,NA
chr9:103360955-103361312,NA
chr9:133799052-133799262,VAV2
chr9:129372737-129378106,NA
chr9:131842931-131843748,NA
chr9:95526459-95527825,NA
chr9:94486291-94487253,NA
chr9:139943099-139943715,NA
chr9:89763336-89763767,NA
chr9:5437566-5437996,PLGRKT
chr9:139888934-139890343,NA
chr9:136282680-136283483,CCDC187
chr9:841374-843364,DMRT1
chr9:140055368-140055924,NA
chr9:2843965-2844308,PUM3
chr9:94711117-94713075,NA
chr9:34318282-34318948,KIF24
chr9:139142010-139142288,NA
chr9:139304467-139305795,NA
chr9:140040091-140040698,NA
chr9:72130887-72131100,GDA
chr9:136343980-136344764,GPSM1
chr9:140167199-140167452,NA
chr9:135753347-135754384,KCNT1
chr9:101558329-101559214,RNF20
chr9:139255523-139256012,NA
chr9:126154226-126154562,NA
chr9:140445653-140446891,NA
chr9:116918299-116918522,ASTN2
chr9:69262478-69262767,NA
chr9:133813631-133815781,VAV2
chr9:107526172-107526779,NA
chr9:132312156-132312892,SETX
chr9:139886312-139887180,NA
chr9:32384420-32384911,ACO1
chr9:134000784-134001306,NA
chr9:116450145-116450454,ASTN2
chr9:124061805-124062229,NA
chr9:15306722-15307386,TTC39B
chr9:129386112-129389231,NA
chr9:136038416-136039577,NACC2
chr9:36190870-36191536,CLTA
chr9:33263781-33265118,BAG1
chr9:134158160-134158682,WDR5
chr9:35071756-35072885,VCP
chr9:97401286-97402067,NA
chr9:34522724-34523357,ENHO
chr9:131418671-131419447,NA
chr9:139408945-139409245,NA
chr9:98278128-98279754,NA
chr9:139909878-139910267,NA
chr9:96108466-96108992,LOC158434
chr9:116701-118177,FOXD4
chr9:112916-114839,NA
chr9:102860775-102861677,NA
chr9:94185651-94187296,MIRLET7DHG
chr9:98079189-98080213,NANS
chr9:94877272-94877782,C9orf3
chr9:77566773-77568038,GNA14
chr9:116163208-116163848,PAPPA
chr9:36036798-36037564,RECK
chr9:126030891-126031347,NA
chr9:86237966-86238536,C9orf153
chr9:68413652-68413912,PGM5
chr9:139367185-139367409,NA
chr9:36572703-36573073,MELK
chr9:136913021-136913699,TRAF2
chr9:114287380-114287695,COL27A1
chr9:4679325-4679999,CDC37L1
chr9:69147116-69148171,TJP2
chr9:136223347-136223966,QSOX2
chr9:130889698-130891144,NA
chr9:131790148-131790443,NA
chr9:138391394-138393271,NA
chr9:34370773-34372902,KIAA1161
chr9:38487602-38488284,NA
chr9:37464814-37466569,ZBTB5
chr9:140115986-140118466,NA
chr9:129484841-129485887,NA
chr9:139084513-139086208,NA
chr9:4740694-4741868,AK3
chr9:136877009-136879747,NA
chr9:100503553-100504016,TMEFF1
chr9:19230223-19231318,DENND4C
chr9:34628795-34629061,NA
chr9:6715976-6716503,NA
chr9:139231276-139231528,NA
chr9:133901745-133901956,VAV2
chr9:139024316-139025832,NA
chr9:136890463-136891448,TRAF2
chr9:15552733-15553334,CCDC171
chr9:19027850-19028064,SAXO1
chr9:124460967-124461361,NA
chr9:136024223-136025112,NACC2
chr9:77642704-77643595,GNA14
chr9:136019708-136020134,NACC2
chr9:707021-707420,KANK1
chr9:35657752-35658777,RMRP
chr9:139349523-139349805,NA
chr9:139294086-139294813,NA
chr9:100818729-100819368,NA
chr9:5832579-5833261,ERMP1
chr9:139964155-139965284,NA
chr9:90321135-90321386,LINC01508
chr9:115275737-115276023,DEC1
chr9:38423947-38424584,IGFBPL1
chr9:114658618-114659773,NA
chr9:129244737-129245247,NA
chr9:2014831-2018105,SMARCA2
chr9:136566573-136566896,NA
chr9:33076492-33076775,SMU1
chr9:35756948-35757339,NA
chr9:4804490-4804780,RCL1
chr9:139844292-139844693,NA
chr9:3526015-3526945,NA
chr9:14312952-14315351,NFIB
chr9:140708852-140709066,NA
chr9:124921950-124922170,GOLGA1
chr9:86755385-86755700,NA
chr9:140301338-140301826,NA
chr9:96328766-96329171,SLC35D2
chr9:124981535-124982835,SCAI
chr9:140216866-140218065,NA
chr9:106855962-106856793,NA
chr9:34048639-34049615,UBAP2
chr9:99637845-99638281,LOC101928438
chr9:99540025-99540472,NA
chr9:123342126-123342513,NA
chr9:66343503-66343760,NA
chr9:90439605-90440092,NA
chr9:140051062-140051730,NA
chr9:98789666-98790305,ANKS6
chr9:140195501-140197475,NA
chr9:140588011-140588931,NA
chr9:66553464-66553828,NA
chr9:112081402-112082905,SUSD1
chr9:86571047-86572027,NA
chr9:104211405-104211830,NA
chr9:100881098-100881660,NA
chr9:4297817-4300182,GLIS3
chr9:139526900-139527676,NA
